river,riverLabel,country,countryLabel,length,source,sourceLabel,mouth,mouthLabel
http://www.wikidata.org/entity/Q612422,Ануй,http://www.wikidata.org/entity/Q159,Россия,327,http://www.wikidata.org/entity/Q5955,Алтайские горы,http://www.wikidata.org/entity/Q973,Обь
http://www.wikidata.org/entity/Q875547,Свислочь,http://www.wikidata.org/entity/Q184,Беларусь,327,http://www.wikidata.org/entity/Q2582984,Маяк,http://www.wikidata.org/entity/Q207927,Березина
http://www.wikidata.org/entity/Q875547,Свислочь,http://www.wikidata.org/entity/Q184,Беларусь,327,http://www.wikidata.org/entity/Q2618638,Минская возвышенность,http://www.wikidata.org/entity/Q207927,Березина
http://www.wikidata.org/entity/Q331455,Касикьяре,http://www.wikidata.org/entity/Q717,Венесуэла,326,http://www.wikidata.org/entity/Q131792,Ориноко,http://www.wikidata.org/entity/Q118771,Риу-Негру
http://www.wikidata.org/entity/Q9322790,Рашид,http://www.wikidata.org/entity/Q79,Египет,325,http://www.wikidata.org/entity/Q3392,Нил,http://www.wikidata.org/entity/Q4918,Средиземное море
http://www.wikidata.org/entity/Q2297877,Томбигби,http://www.wikidata.org/entity/Q30,США,325,http://www.wikidata.org/entity/Q490852,Итавомба,http://www.wikidata.org/entity/Q1084490,Мобил
http://www.wikidata.org/entity/Q1533889,Q1533889,http://www.wikidata.org/entity/Q16,Канада,325,http://www.wikidata.org/entity/Q1533897,Годс,http://www.wikidata.org/entity/Q72673,Хейс
http://www.wikidata.org/entity/Q18612,Сегура,http://www.wikidata.org/entity/Q29,Испания,325,http://www.wikidata.org/entity/Q5870158,Q5870158,http://www.wikidata.org/entity/Q4918,Средиземное море
http://www.wikidata.org/entity/Q754718,Дюранс,http://www.wikidata.org/entity/Q142,Франция,323.8,http://www.wikidata.org/entity/Q2422649,Q2422649,http://www.wikidata.org/entity/Q602,Рона
http://www.wikidata.org/entity/Q177452,Тоне,http://www.wikidata.org/entity/Q17,Япония,322,http://www.wikidata.org/entity/Q11436782,Ооминаками,http://www.wikidata.org/entity/Q11677147,Касима-Нада
http://www.wikidata.org/entity/Q3433689,Q3433689,http://www.wikidata.org/entity/Q30,США,322,http://www.wikidata.org/entity/Q34874073,Q34874073,http://www.wikidata.org/entity/Q1468723,Нуэсес
http://www.wikidata.org/entity/Q3433689,Q3433689,http://www.wikidata.org/entity/Q30,США,322,http://www.wikidata.org/entity/Q56569324,Q56569324,http://www.wikidata.org/entity/Q1468723,Нуэсес
http://www.wikidata.org/entity/Q15128706,Q15128706,http://www.wikidata.org/entity/Q16,Канада,321,http://www.wikidata.org/entity/Q22434798,Q22434798,http://www.wikidata.org/entity/Q1630194,Q1630194
http://www.wikidata.org/entity/Q128350,Лукуга,http://www.wikidata.org/entity/Q974,Демократическая Республика Конго,320,http://www.wikidata.org/entity/Q5511,Танганьика,http://www.wikidata.org/entity/Q3503,Конго
http://www.wikidata.org/entity/Q128350,Лукуга,http://www.wikidata.org/entity/Q974,Демократическая Республика Конго,320,http://www.wikidata.org/entity/Q5511,Танганьика,http://www.wikidata.org/entity/Q836812,Луалаба
http://www.wikidata.org/entity/Q163384,Иори,http://www.wikidata.org/entity/Q227,Азербайджан,320,http://www.wikidata.org/entity/Q486986,Большой Кавказ,http://www.wikidata.org/entity/Q156557,Кура
http://www.wikidata.org/entity/Q163384,Иори,http://www.wikidata.org/entity/Q230,Грузия,320,http://www.wikidata.org/entity/Q486986,Большой Кавказ,http://www.wikidata.org/entity/Q156557,Кура
http://www.wikidata.org/entity/Q630746,Макаль,http://www.wikidata.org/entity/Q242,Белиз,320,http://www.wikidata.org/entity/Q466061,Петен,http://www.wikidata.org/entity/Q815650,Белиз (река)
http://www.wikidata.org/entity/Q779746,Q779746,http://www.wikidata.org/entity/Q16,Канада,320,http://www.wikidata.org/entity/Q22436718,Q22436718,http://www.wikidata.org/entity/Q1968809,Истмейн
http://www.wikidata.org/entity/Q15123712,Q15123712,http://www.wikidata.org/entity/Q16,Канада,320,http://www.wikidata.org/entity/Q22455473,Q22455473,http://www.wikidata.org/entity/Q4818149,Q4818149
http://www.wikidata.org/entity/Q7406275,Q7406275,http://www.wikidata.org/entity/Q30,США,320,http://www.wikidata.org/entity/Q35324039,Q35324039,http://www.wikidata.org/entity/Q2992976,Конгари
http://www.wikidata.org/entity/Q7406275,Q7406275,http://www.wikidata.org/entity/Q30,США,320,http://www.wikidata.org/entity/Q124251428,Q124251428,http://www.wikidata.org/entity/Q2992976,Конгари
http://www.wikidata.org/entity/Q376133,Луар,http://www.wikidata.org/entity/Q142,Франция,317.4,http://www.wikidata.org/entity/Q1075345,Q1075345,http://www.wikidata.org/entity/Q736600,Сарта
http://www.wikidata.org/entity/Q71122,Чир,http://www.wikidata.org/entity/Q159,Россия,317,http://www.wikidata.org/entity/Q3613382,Донская гряда,http://www.wikidata.org/entity/Q1229,Дон
http://www.wikidata.org/entity/Q71122,Чир,http://www.wikidata.org/entity/Q159,Россия,317,http://www.wikidata.org/entity/Q3613382,Донская гряда,http://www.wikidata.org/entity/Q203536,Цимлянское водохранилище
http://www.wikidata.org/entity/Q1572822,Китой,http://www.wikidata.org/entity/Q159,Россия,316,http://www.wikidata.org/entity/Q203239,Саяны,http://www.wikidata.org/entity/Q162737,Ангара
http://www.wikidata.org/entity/Q179015,Вестердалэльвен,http://www.wikidata.org/entity/Q34,Швеция,315,http://www.wikidata.org/entity/Q164231,Фулуэльвен,http://www.wikidata.org/entity/Q216627,Далэльвен
http://www.wikidata.org/entity/Q179015,Вестердалэльвен,http://www.wikidata.org/entity/Q34,Швеция,315,http://www.wikidata.org/entity/Q1559602,Q1559602,http://www.wikidata.org/entity/Q216627,Далэльвен
http://www.wikidata.org/entity/Q14554,Миньо,http://www.wikidata.org/entity/Q29,Испания,315,http://www.wikidata.org/entity/Q12397371,Q12397371,http://www.wikidata.org/entity/Q97,Атлантический океан
http://www.wikidata.org/entity/Q14554,Миньо,http://www.wikidata.org/entity/Q45,Португалия,315,http://www.wikidata.org/entity/Q12397371,Q12397371,http://www.wikidata.org/entity/Q97,Атлантический океан
http://www.wikidata.org/entity/Q4113850,Q4113850,http://www.wikidata.org/entity/Q30,США,315,http://www.wikidata.org/entity/Q113556480,Q113556480,http://www.wikidata.org/entity/Q8319,Арканзас
http://www.wikidata.org/entity/Q4113850,Q4113850,http://www.wikidata.org/entity/Q30,США,315,http://www.wikidata.org/entity/Q113556552,Q113556552,http://www.wikidata.org/entity/Q8319,Арканзас
http://www.wikidata.org/entity/Q2704345,Темник,http://www.wikidata.org/entity/Q159,Россия,314,http://www.wikidata.org/entity/Q942698,Хамар-Дабан,http://www.wikidata.org/entity/Q75745,Селенга
http://www.wikidata.org/entity/Q845988,Осым,http://www.wikidata.org/entity/Q219,Болгария,314,http://www.wikidata.org/entity/Q170427,Стара-Планина,http://www.wikidata.org/entity/Q1653,Дунай
http://www.wikidata.org/entity/Q1376163,Q1376163,http://www.wikidata.org/entity/Q16,Канада,314,http://www.wikidata.org/entity/Q22524178,Q22524178,http://www.wikidata.org/entity/Q979922,Сен-Жан
http://www.wikidata.org/entity/Q736600,Сарта,http://www.wikidata.org/entity/Q142,Франция,313.9,http://www.wikidata.org/entity/Q250976,Q250976,http://www.wikidata.org/entity/Q756886,Мен
http://www.wikidata.org/entity/Q1435649,Фон-дю-Лак,http://www.wikidata.org/entity/Q16,Канада,313,http://www.wikidata.org/entity/Q945023,Кри,http://www.wikidata.org/entity/Q2226,Невольничья
http://www.wikidata.org/entity/Q7304452,Q7304452,http://www.wikidata.org/entity/Q30,США,312,http://www.wikidata.org/entity/Q1320568,Ред-Лейк,http://www.wikidata.org/entity/Q156006,Ред-Ривер
http://www.wikidata.org/entity/Q1370855,Q1370855,http://www.wikidata.org/entity/Q30,США,310,http://www.wikidata.org/entity/Q120466959,Q120466959,http://www.wikidata.org/entity/Q60067,Кускоквим
http://www.wikidata.org/entity/Q207366,Адур,http://www.wikidata.org/entity/Q142,Франция,308,http://www.wikidata.org/entity/Q356665,Q356665,http://www.wikidata.org/entity/Q97,Атлантический океан
http://www.wikidata.org/entity/Q2560421,Заманты,http://www.wikidata.org/entity/Q43,Турция,308,http://www.wikidata.org/entity/Q2560421,Заманты,http://www.wikidata.org/entity/Q910975,Сейхан
http://www.wikidata.org/entity/Q2377468,Калитва,http://www.wikidata.org/entity/Q159,Россия,308,http://www.wikidata.org/entity/Q3613382,Донская гряда,http://www.wikidata.org/entity/Q191238,Северский Донец
http://www.wikidata.org/entity/Q2839193,Рио-Терсеро,http://www.wikidata.org/entity/Q414,Аргентина,307,http://www.wikidata.org/entity/Q1061148,Чампаки,http://www.wikidata.org/entity/Q2611819,Каркаранья
http://www.wikidata.org/entity/Q808543,Баро (река),http://www.wikidata.org/entity/Q115,Эфиопия,306,http://www.wikidata.org/entity/Q319288,Эфиопское нагорье,http://www.wikidata.org/entity/Q821911,Собат
http://www.wikidata.org/entity/Q808543,Баро (река),http://www.wikidata.org/entity/Q958,Южный Судан,306,http://www.wikidata.org/entity/Q319288,Эфиопское нагорье,http://www.wikidata.org/entity/Q821911,Собат
http://www.wikidata.org/entity/Q1776507,Ток,http://www.wikidata.org/entity/Q159,Россия,306,http://www.wikidata.org/entity/Q924026,Общий Сырт,http://www.wikidata.org/entity/Q649527,Самара
http://www.wikidata.org/entity/Q594295,Малур,http://www.wikidata.org/entity/Q30,США,306,http://www.wikidata.org/entity/Q885809,Блу-Маунтинс,http://www.wikidata.org/entity/Q272074,Снейк
http://www.wikidata.org/entity/Q885244,Бладвейн,http://www.wikidata.org/entity/Q16,Канада,306,http://www.wikidata.org/entity/Q22508919,Q22508919,http://www.wikidata.org/entity/Q3272,Виннипег
http://www.wikidata.org/entity/Q20645412,Q20645412,http://www.wikidata.org/entity/Q16,Канада,306,http://www.wikidata.org/entity/Q22500544,Q22500544,http://www.wikidata.org/entity/Q1337872,Робер-Бурасса
http://www.wikidata.org/entity/Q1542869,Гранд-Ривер,http://www.wikidata.org/entity/Q30,США,303,http://www.wikidata.org/entity/Q7363321,Q7363321,http://www.wikidata.org/entity/Q5419,Миссури
http://www.wikidata.org/entity/Q859934,Бия,http://www.wikidata.org/entity/Q159,Россия,301,http://www.wikidata.org/entity/Q217109,Телецкое озеро,http://www.wikidata.org/entity/Q973,Обь
http://www.wikidata.org/entity/Q2002578,Щугор,http://www.wikidata.org/entity/Q159,Россия,300,http://www.wikidata.org/entity/Q2476466,Северный Урал,http://www.wikidata.org/entity/Q8168,Печора
http://www.wikidata.org/entity/Q217663,Q217663,http://www.wikidata.org/entity/Q16,Канада,300,http://www.wikidata.org/entity/Q22376804,Q22376804,http://www.wikidata.org/entity/Q3040,Гудзонов залив
http://www.wikidata.org/entity/Q56759896,Q56759896,http://www.wikidata.org/entity/Q17,Япония,300,http://www.wikidata.org/entity/Q20043015,Q20043015,http://www.wikidata.org/entity/Q11481286,Q11481286
http://www.wikidata.org/entity/Q15118712,Q15118712,http://www.wikidata.org/entity/Q16,Канада,300,http://www.wikidata.org/entity/Q22502326,Q22502326,http://www.wikidata.org/entity/Q5539,Большое Невольничье озеро
http://www.wikidata.org/entity/Q476153,Оунасйоки,http://www.wikidata.org/entity/Q33,Финляндия,299.7,http://www.wikidata.org/entity/Q11801192,Q11801192,http://www.wikidata.org/entity/Q214779,Кемийоки
http://www.wikidata.org/entity/Q1400022,Виннипег,http://www.wikidata.org/entity/Q16,Канада,298,http://www.wikidata.org/entity/Q845876,Лесное,http://www.wikidata.org/entity/Q3292,Нельсон
http://www.wikidata.org/entity/Q19714,Трент,http://www.wikidata.org/entity/Q145,Великобритания,298,http://www.wikidata.org/entity/Q4904079,Q4904079,http://www.wikidata.org/entity/Q550995,"Хамбер (река, Великобритания)"
http://www.wikidata.org/entity/Q5629,Шешупе,http://www.wikidata.org/entity/Q36,Польша,298,http://www.wikidata.org/entity/Q5757824,Q5757824,http://www.wikidata.org/entity/Q5622,Неман
http://www.wikidata.org/entity/Q5629,Шешупе,http://www.wikidata.org/entity/Q37,Литва,298,http://www.wikidata.org/entity/Q5757824,Q5757824,http://www.wikidata.org/entity/Q5622,Неман
http://www.wikidata.org/entity/Q5629,Шешупе,http://www.wikidata.org/entity/Q159,Россия,298,http://www.wikidata.org/entity/Q5757824,Q5757824,http://www.wikidata.org/entity/Q5622,Неман
http://www.wikidata.org/entity/Q640366,Альякмон,http://www.wikidata.org/entity/Q41,Греция,297,http://www.wikidata.org/entity/Q1285400,Грамос,http://www.wikidata.org/entity/Q913418,Термаикос
http://www.wikidata.org/entity/Q2084723,Читарум,http://www.wikidata.org/entity/Q252,Индонезия,297,http://www.wikidata.org/entity/Q13200605,Q13200605,http://www.wikidata.org/entity/Q49364,Яванское море
http://www.wikidata.org/entity/Q1308798,Себольяти,http://www.wikidata.org/entity/Q77,Уругвай,296,http://www.wikidata.org/entity/Q703568,Q703568,http://www.wikidata.org/entity/Q876280,Лагоа-Мирин
http://www.wikidata.org/entity/Q1333499,Раппаханнок,http://www.wikidata.org/entity/Q30,США,296,http://www.wikidata.org/entity/Q166755,Голубой хребет,http://www.wikidata.org/entity/Q216868,Чесапикский залив
http://www.wikidata.org/entity/Q1308798,Себольяти,http://www.wikidata.org/entity/Q77,Уругвай,296,http://www.wikidata.org/entity/Q1143026,Кучилья-Гранде,http://www.wikidata.org/entity/Q876280,Лагоа-Мирин
http://www.wikidata.org/entity/Q1056521,Алатырь,http://www.wikidata.org/entity/Q159,Россия,296,http://www.wikidata.org/entity/Q1414064,Приволжская возвышенность,http://www.wikidata.org/entity/Q209891,Сура
http://www.wikidata.org/entity/Q2343949,Санта-Крус,http://www.wikidata.org/entity/Q30,США,296,http://www.wikidata.org/entity/Q7415225,Q7415225,http://www.wikidata.org/entity/Q838143,Хила
http://www.wikidata.org/entity/Q1308798,Себольяти,http://www.wikidata.org/entity/Q77,Уругвай,296,http://www.wikidata.org/entity/Q34653272,Q34653272,http://www.wikidata.org/entity/Q876280,Лагоа-Мирин
http://www.wikidata.org/entity/Q1675,Аре,http://www.wikidata.org/entity/Q39,Швейцария,295,http://www.wikidata.org/entity/Q301289,Аарские ледники,http://www.wikidata.org/entity/Q584,Рейн
http://www.wikidata.org/entity/Q947477,Мадисон,http://www.wikidata.org/entity/Q30,США,295,http://www.wikidata.org/entity/Q1418956,Файрхол,http://www.wikidata.org/entity/Q5419,Миссури
http://www.wikidata.org/entity/Q947477,Мадисон,http://www.wikidata.org/entity/Q30,США,295,http://www.wikidata.org/entity/Q1522836,Гиббон,http://www.wikidata.org/entity/Q5419,Миссури
http://www.wikidata.org/entity/Q7921043,Q7921043,http://www.wikidata.org/entity/Q155,Бразилия,295,http://www.wikidata.org/entity/Q22040669,Q22040669,http://www.wikidata.org/entity/Q142148,Сан-Франсиску
http://www.wikidata.org/entity/Q15128867,Q15128867,http://www.wikidata.org/entity/Q16,Канада,295,http://www.wikidata.org/entity/Q22444132,Q22444132,http://www.wikidata.org/entity/Q3040,Гудзонов залив
http://www.wikidata.org/entity/Q3729937,Часелька,http://www.wikidata.org/entity/Q159,Россия,295,http://www.wikidata.org/entity/Q123669243,Часельское озеро,http://www.wikidata.org/entity/Q81555,Таз
http://www.wikidata.org/entity/Q1581250,Йи,http://www.wikidata.org/entity/Q77,Уругвай,293.5,http://www.wikidata.org/entity/Q1143026,Кучилья-Гранде,http://www.wikidata.org/entity/Q859548,Рио-Негро
http://www.wikidata.org/entity/Q213967,Йонна,http://www.wikidata.org/entity/Q142,Франция,292.3,http://www.wikidata.org/entity/Q31633013,Q31633013,http://www.wikidata.org/entity/Q1471,Сена
http://www.wikidata.org/entity/Q738357,Копьяпо,http://www.wikidata.org/entity/Q298,Чили,292,http://www.wikidata.org/entity/Q2029465,Хоркера,http://www.wikidata.org/entity/Q98,Тихий океан
http://www.wikidata.org/entity/Q751887,Аверон,http://www.wikidata.org/entity/Q142,Франция,290.9,http://www.wikidata.org/entity/Q2943168,Q2943168,http://www.wikidata.org/entity/Q215653,Тарн
http://www.wikidata.org/entity/Q558645,Ганнисон,http://www.wikidata.org/entity/Q30,США,290,http://www.wikidata.org/entity/Q5463,Скалистые горы,http://www.wikidata.org/entity/Q1265,Колорадо
http://www.wikidata.org/entity/Q500954,Арда,http://www.wikidata.org/entity/Q41,Греция,290,http://www.wikidata.org/entity/Q6489,Родопы,http://www.wikidata.org/entity/Q204347,Марица
http://www.wikidata.org/entity/Q500954,Арда,http://www.wikidata.org/entity/Q219,Болгария,290,http://www.wikidata.org/entity/Q6489,Родопы,http://www.wikidata.org/entity/Q204347,Марица
http://www.wikidata.org/entity/Q815650,Белиз (река),http://www.wikidata.org/entity/Q242,Белиз,290,http://www.wikidata.org/entity/Q765874,Майя,http://www.wikidata.org/entity/Q795608,Гондурасский залив
http://www.wikidata.org/entity/Q815650,Белиз (река),http://www.wikidata.org/entity/Q774,Гватемала,290,http://www.wikidata.org/entity/Q765874,Майя,http://www.wikidata.org/entity/Q795608,Гондурасский залив
http://www.wikidata.org/entity/Q1940419,Уонгануи (река),http://www.wikidata.org/entity/Q664,Новая Зеландия,290,http://www.wikidata.org/entity/Q122795,Тонгариро,http://www.wikidata.org/entity/Q33254,Тасманово море
http://www.wikidata.org/entity/Q15109911,Q15109911,http://www.wikidata.org/entity/Q16,Канада,290,http://www.wikidata.org/entity/Q22396907,Q22396907,http://www.wikidata.org/entity/Q1739002,Q1739002
http://www.wikidata.org/entity/Q813478,Бивер-Крик,http://www.wikidata.org/entity/Q30,США,290,http://www.wikidata.org/entity/Q49849858,Q49849858,http://www.wikidata.org/entity/Q104437,Юкон
http://www.wikidata.org/entity/Q813478,Бивер-Крик,http://www.wikidata.org/entity/Q30,США,290,http://www.wikidata.org/entity/Q49876842,Q49876842,http://www.wikidata.org/entity/Q104437,Юкон
http://www.wikidata.org/entity/Q5620,Лава,http://www.wikidata.org/entity/Q36,Польша,289,http://www.wikidata.org/entity/Q384247,Лына,http://www.wikidata.org/entity/Q5611,Преголя
http://www.wikidata.org/entity/Q5620,Лава,http://www.wikidata.org/entity/Q159,Россия,289,http://www.wikidata.org/entity/Q384247,Лына,http://www.wikidata.org/entity/Q5611,Преголя
http://www.wikidata.org/entity/Q2307145,Таиери,http://www.wikidata.org/entity/Q664,Новая Зеландия,288,http://www.wikidata.org/entity/Q1031314,Q1031314,http://www.wikidata.org/entity/Q98,Тихий океан
http://www.wikidata.org/entity/Q3013953,Челбас,http://www.wikidata.org/entity/Q159,Россия,288,http://www.wikidata.org/entity/Q2892347,Темижбекский,http://www.wikidata.org/entity/Q35000,Азовское море
http://www.wikidata.org/entity/Q7958699,Q7958699,http://www.wikidata.org/entity/Q16,Канада,288,http://www.wikidata.org/entity/Q22651574,Q22651574,http://www.wikidata.org/entity/Q22506533,Q22506533
http://www.wikidata.org/entity/Q1241570,Q1241570,http://www.wikidata.org/entity/Q16,Канада,287,http://www.wikidata.org/entity/Q22544732,Q22544732,http://www.wikidata.org/entity/Q1529669,Уайт-Ривер
http://www.wikidata.org/entity/Q201341,Изер,http://www.wikidata.org/entity/Q142,Франция,286.1,http://www.wikidata.org/entity/Q34835639,Q34835639,http://www.wikidata.org/entity/Q602,Рона
http://www.wikidata.org/entity/Q1807338,Реут,http://www.wikidata.org/entity/Q217,Молдова,286,http://www.wikidata.org/entity/Q14426322,Q14426322,http://www.wikidata.org/entity/Q131210,Днестр
http://www.wikidata.org/entity/Q727892,Q727892,http://www.wikidata.org/entity/Q30,США,286,http://www.wikidata.org/entity/Q6666097,Q6666097,http://www.wikidata.org/entity/Q2297877,Томбигби
http://www.wikidata.org/entity/Q727892,Q727892,http://www.wikidata.org/entity/Q30,США,286,http://www.wikidata.org/entity/Q6933808,Q6933808,http://www.wikidata.org/entity/Q2297877,Томбигби
http://www.wikidata.org/entity/Q217126,Янтра,http://www.wikidata.org/entity/Q219,Болгария,285.5,http://www.wikidata.org/entity/Q170427,Стара-Планина,http://www.wikidata.org/entity/Q1653,Дунай
http://www.wikidata.org/entity/Q2177943,Руву,http://www.wikidata.org/entity/Q924,Танзания,285,http://www.wikidata.org/entity/Q426767,Улугуру,http://www.wikidata.org/entity/Q1239,Индийский океан
http://www.wikidata.org/entity/Q14755,Тормес,http://www.wikidata.org/entity/Q29,Испания,284,http://www.wikidata.org/entity/Q2159668,Q2159668,http://www.wikidata.org/entity/Q14299,Дуэро
http://www.wikidata.org/entity/Q396585,Эргене,http://www.wikidata.org/entity/Q43,Турция,283,http://www.wikidata.org/entity/Q539174,Странджа,http://www.wikidata.org/entity/Q204347,Марица
http://www.wikidata.org/entity/Q731777,Тунджа,http://www.wikidata.org/entity/Q43,Турция,283,http://www.wikidata.org/entity/Q170427,Стара-Планина,http://www.wikidata.org/entity/Q204347,Марица
http://www.wikidata.org/entity/Q731777,Тунджа,http://www.wikidata.org/entity/Q219,Болгария,283,http://www.wikidata.org/entity/Q170427,Стара-Планина,http://www.wikidata.org/entity/Q204347,Марица
http://www.wikidata.org/entity/Q207053,Уэд-Зиз,http://www.wikidata.org/entity/Q1028,Марокко,282,http://www.wikidata.org/entity/Q1433137,Средний Атлас,http://www.wikidata.org/entity/Q2421774,Q2421774
http://www.wikidata.org/entity/Q208367,Босна,http://www.wikidata.org/entity/Q225,Босния и Герцеговина,281.6,http://www.wikidata.org/entity/Q108146920,Врело-Босне,http://www.wikidata.org/entity/Q14383,Сава
http://www.wikidata.org/entity/Q161051,Лайне,http://www.wikidata.org/entity/Q183,Германия,281,http://www.wikidata.org/entity/Q518446,Лайнефельде-Ворбис,http://www.wikidata.org/entity/Q1967803,Аллер
http://www.wikidata.org/entity/Q20118,Турия,http://www.wikidata.org/entity/Q29,Испания,280,http://www.wikidata.org/entity/Q369450,Гвадалавиар,http://www.wikidata.org/entity/Q4918,Средиземное море
http://www.wikidata.org/entity/Q268666,Насс,http://www.wikidata.org/entity/Q16,Канада,280,http://www.wikidata.org/entity/Q920070,Береговой хребет,http://www.wikidata.org/entity/Q98,Тихий океан
http://www.wikidata.org/entity/Q81503,Вьоса,http://www.wikidata.org/entity/Q41,Греция,280,http://www.wikidata.org/entity/Q201582,Пинд,http://www.wikidata.org/entity/Q13924,Адриатическое море
http://www.wikidata.org/entity/Q81503,Вьоса,http://www.wikidata.org/entity/Q41,Греция,280,http://www.wikidata.org/entity/Q201582,Пинд,http://www.wikidata.org/entity/Q12880038,Аоос
http://www.wikidata.org/entity/Q81503,Вьоса,http://www.wikidata.org/entity/Q222,Албания,280,http://www.wikidata.org/entity/Q201582,Пинд,http://www.wikidata.org/entity/Q13924,Адриатическое море
http://www.wikidata.org/entity/Q81503,Вьоса,http://www.wikidata.org/entity/Q222,Албания,280,http://www.wikidata.org/entity/Q201582,Пинд,http://www.wikidata.org/entity/Q12880038,Аоос
http://www.wikidata.org/entity/Q281221,Литл-Саскачеван,http://www.wikidata.org/entity/Q16,Канада,280,http://www.wikidata.org/entity/Q22540592,Q22540592,http://www.wikidata.org/entity/Q220503,Ассинибойн
http://www.wikidata.org/entity/Q15122998,Q15122998,http://www.wikidata.org/entity/Q16,Канада,280,http://www.wikidata.org/entity/Q22547353,Q22547353,http://www.wikidata.org/entity/Q59446,Мус
http://www.wikidata.org/entity/Q866712,Ларами,http://www.wikidata.org/entity/Q30,США,280,http://www.wikidata.org/entity/Q39074815,Q39074815,http://www.wikidata.org/entity/Q1755015,Норт-Платт
http://www.wikidata.org/entity/Q268666,Насс,http://www.wikidata.org/entity/Q16,Канада,280,http://www.wikidata.org/entity/Q22584150,Q22584150,http://www.wikidata.org/entity/Q98,Тихий океан
http://www.wikidata.org/entity/Q2155737,Q2155737,http://www.wikidata.org/entity/Q16,Канада,280,http://www.wikidata.org/entity/Q22615260,Q22615260,http://www.wikidata.org/entity/Q134750,река Святого Лаврентия
http://www.wikidata.org/entity/Q226862,Суна,http://www.wikidata.org/entity/Q159,Россия,280,http://www.wikidata.org/entity/Q97591574,"Кивиярви (озеро, Пенингское сельское поселение)",http://www.wikidata.org/entity/Q166162,Онежское озеро
http://www.wikidata.org/entity/Q217347,Эндр,http://www.wikidata.org/entity/Q142,Франция,279.63,http://www.wikidata.org/entity/Q819802,Сен-Приест-ла-Марш,http://www.wikidata.org/entity/Q1469,Луара
http://www.wikidata.org/entity/Q3480579,Q3480579,http://www.wikidata.org/entity/Q252,Индонезия,278,http://www.wikidata.org/entity/Q12492553,Q12492553,http://www.wikidata.org/entity/Q19270,Сулавеси
http://www.wikidata.org/entity/Q851323,Танаро,http://www.wikidata.org/entity/Q38,Италия,276,http://www.wikidata.org/entity/Q1134424,Лигурийские Альпы,http://www.wikidata.org/entity/Q643,По
http://www.wikidata.org/entity/Q840694,Дунаец,http://www.wikidata.org/entity/Q36,Польша,274,http://www.wikidata.org/entity/Q690323,Высокие Татры,http://www.wikidata.org/entity/Q548,Висла
http://www.wikidata.org/entity/Q840694,Дунаец,http://www.wikidata.org/entity/Q214,Словакия,274,http://www.wikidata.org/entity/Q690323,Высокие Татры,http://www.wikidata.org/entity/Q548,Висла
http://www.wikidata.org/entity/Q840694,Дунаец,http://www.wikidata.org/entity/Q36,Польша,274,http://www.wikidata.org/entity/Q9170608,Q9170608,http://www.wikidata.org/entity/Q548,Висла
http://www.wikidata.org/entity/Q840694,Дунаец,http://www.wikidata.org/entity/Q36,Польша,274,http://www.wikidata.org/entity/Q9198147,Q9198147,http://www.wikidata.org/entity/Q548,Висла
http://www.wikidata.org/entity/Q840694,Дунаец,http://www.wikidata.org/entity/Q214,Словакия,274,http://www.wikidata.org/entity/Q9170608,Q9170608,http://www.wikidata.org/entity/Q548,Висла
http://www.wikidata.org/entity/Q840694,Дунаец,http://www.wikidata.org/entity/Q214,Словакия,274,http://www.wikidata.org/entity/Q9198147,Q9198147,http://www.wikidata.org/entity/Q548,Висла
http://www.wikidata.org/entity/Q851368,Окони (река),http://www.wikidata.org/entity/Q30,США,274,http://www.wikidata.org/entity/Q131549765,Q131549765,http://www.wikidata.org/entity/Q434188,Олтамахо
http://www.wikidata.org/entity/Q851368,Окони (река),http://www.wikidata.org/entity/Q30,США,274,http://www.wikidata.org/entity/Q131549923,Q131549923,http://www.wikidata.org/entity/Q434188,Олтамахо
http://www.wikidata.org/entity/Q2363673,Мендоса,http://www.wikidata.org/entity/Q414,Аргентина,273,http://www.wikidata.org/entity/Q39739,Аконкагуа,http://www.wikidata.org/entity/Q933176,Сан-Хуан
http://www.wikidata.org/entity/Q148307,Бубр,http://www.wikidata.org/entity/Q36,Польша,272,http://www.wikidata.org/entity/Q214644,Крконоше,http://www.wikidata.org/entity/Q552,Одра
http://www.wikidata.org/entity/Q148307,Бубр,http://www.wikidata.org/entity/Q213,Чехия,272,http://www.wikidata.org/entity/Q214644,Крконоше,http://www.wikidata.org/entity/Q552,Одра
http://www.wikidata.org/entity/Q2371903,Тенсифт,http://www.wikidata.org/entity/Q1028,Марокко,270,http://www.wikidata.org/entity/Q584279,Высокий Атлас,http://www.wikidata.org/entity/Q97,Атлантический океан
http://www.wikidata.org/entity/Q753931,Атчафалайя,http://www.wikidata.org/entity/Q30,США,270,http://www.wikidata.org/entity/Q156032,Южная Ред-Ривер,http://www.wikidata.org/entity/Q32829309,Q32829309
http://www.wikidata.org/entity/Q738867,Майпо,http://www.wikidata.org/entity/Q298,Чили,270,http://www.wikidata.org/entity/Q906358,Майпо,http://www.wikidata.org/entity/Q98,Тихий океан
http://www.wikidata.org/entity/Q1399312,Фетер,http://www.wikidata.org/entity/Q30,США,270,http://www.wikidata.org/entity/Q7055395,Q7055395,http://www.wikidata.org/entity/Q335575,Сакраменто
